# schema=nsb-healpix-starlight-candidate-v5
# map_type=healpix
# coordinate_frame=galactic
# ordering=nested
# representation=sparse
# omitted_pixel_semantics=zero_flux_and_source_counts
# nside=128
# flux_quantity=integrated_per_pixel
# flux_unit=ph_m-2_s-1
pixel,flux_ph_m2_s,statistical_uncertainty_ph_m2_s,systematic_uncertainty_ph_m2_s,total_uncertainty_ph_m2_s,admitted_sources,excluded_sources
180382,4.59749162912648544e6,2.34292836767614826e4,2.24462115363337070e5,2.25681573388237011e5,572,57
180383,1.51832526033639405e7,1.18623085036436212e5,3.11831494662658370e5,3.33632008906683186e5,556,54
180389,2.24508647901282442e5,2.17368459851698481e3,9.41998135126323905e3,9.66752054003388912e3,37,2
180391,1.22693236936207279e6,1.83187994612056937e4,3.68715732318755254e4,4.11714868117903898e4,122,12
180397,8.27046816057082615e5,4.12237392129862201e3,1.23985457956664279e5,1.24053971123341180e5,1020,418
180399,7.63953946451227996e5,3.56874056096695449e3,9.63017544103850814e4,9.63678567350629310e4,784,290
180400,4.48753015459875017e6,3.59843746756099354e4,1.44436136268588016e5,1.48851176283537672e5,534,46
180401,6.07341126967289019e6,3.35973039119554815e4,1.89141738433784136e5,1.92102514423695946e5,514,47
180402,1.98000625895233154e7,1.79092184349725721e5,4.49590031866760401e5,4.83947525305286341e5,692,114
180403,2.37302701368279122e7,3.75748803162306722e5,6.05014346473052166e5,7.12200479160271585e5,588,46
180404,1.17174845120366644e7,7.38846585272062948e4,2.77040305587967916e5,2.86723339974192786e5,559,79
180405,8.75127258392270282e6,6.75356572787526820e4,3.77137778200622590e5,3.83137010415562894e5,523,51
180406,5.86816804384724237e6,5.77683621508269789e4,1.77583675624375028e5,1.86743528706759593e5,549,58
180407,2.47723664945457354e7,2.30604696041545161e5,6.64597376412703539e5,7.03468690540710697e5,506,58
180408,7.37173724252512865e6,4.24123115212989505e4,2.39530877721894765e5,2.43256748212256207e5,1004,253
180409,9.73369865873788111e6,7.05285812066852814e4,3.72761902658888488e5,3.79375429938343063e5,520,73
180410,6.34344270987376571e6,4.97537102023141924e4,2.29388705099530867e5,2.34722409893336357e5,688,159
180411,9.97368077692367695e6,9.36509542124375002e4,2.43388103766924090e5,2.60783953264304728e5,530,74
180412,6.30311541648680530e6,3.33324507750667690e4,1.68224236750680167e5,1.71494740750324883e5,546,40
180413,1.40089902282704450e7,1.10411483849893193e5,3.02256322054151329e5,3.21791205578459019e5,516,68
180414,9.25204686354255863e6,7.09934835398911091e4,2.17674675478829740e5,2.28959251942223636e5,517,71
180415,1.74550987906402722e7,1.82560204930613312e5,4.32900023516649497e5,4.69819815232417837e5,592,65
180416,1.72876101139713265e7,1.33625215167845832e5,5.19247700386607728e5,5.36165900151654030e5,522,40
180417,8.71849979652386531e6,4.96495728123673398e4,2.04492481463921489e5,2.10433493188995082e5,529,47
180418,1.31752542271105237e7,1.27757650458986027e5,3.92261578663944325e5,4.12542317037574016e5,497,43
180419,2.13500493769108243e7,2.08519734587178536e5,4.45231529660603788e5,4.91641734107498720e5,574,66
180420,1.45463004383786265e7,8.51494774531965231e4,2.71155862343460089e5,2.84211075072344567e5,564,48
180421,6.56400264752863720e7,1.60475729636929836e6,1.52283341001409129e6,2.21229916035459470e6,533,38
180422,1.14533675835525468e7,1.46724029601147835e5,3.11141648696072283e5,3.44001550019340124e5,588,58
180423,1.23831983750068434e7,1.12717420214334736e5,3.05702606872925418e5,3.25820964133183588e5,568,73
180424,1.30132477124809250e7,1.65678674444764532e5,3.29304477502805530e5,3.68633777710575552e5,499,44
180425,7.28468512815508153e6,4.08151660713875463e4,3.23958519832260616e5,3.26519525225282880e5,556,66
180426,8.21701358784175105e6,8.05413568144945602e4,2.14110254436499235e5,2.28757756616867904e5,509,63
180427,1.09758694916854557e7,8.53900016412284895e4,2.42510348364211357e5,2.57104495184390253e5,566,63
180428,9.39475879688856378e6,6.43363816758026805e4,2.35572365931169799e5,2.44199733000557404e5,587,70
180429,3.63283191873553209e6,1.75577102313705582e4,1.35122047818384657e5,1.36257994243283232e5,597,80
180430,1.02961177330050338e7,8.77958829080654832e4,2.71984432607611176e5,2.85803514038037916e5,569,40
180431,8.26143508782904688e6,7.17968133690754621e4,2.09571867620111036e5,2.21529117968124454e5,603,64
180432,3.79313564311270509e6,1.85485354855615915e4,1.20464356906411718e5,1.21883999989885808e5,511,65
180433,6.11830345163663942e6,5.34146267892351825e4,1.76605650791180873e5,1.84506580496224604e5,599,77
180434,7.36563830930730142e6,4.82550558823622487e4,2.13826103831855085e5,2.19203451382776315e5,590,56
180435,4.21037028728015069e6,2.90889865859177626e4,1.33427927381581307e5,1.36562004034578509e5,564,72
180436,8.46135413176788017e6,8.27436684056912345e4,2.33237780816360406e5,2.47480053865703609e5,584,57
180437,8.98270837539701015e7,1.69003682892990718e6,3.39705125494967075e6,3.79423005521470588e6,576,56
180438,4.76821972341379523e6,2.26887739608948541e4,1.45717716567643278e5,1.47473500621422165e5,569,52
180439,4.83605057156769000e6,1.97383063062472247e4,1.41807037259581324e5,1.43174147639088536e5,579,51
180440,4.85194788287854008e6,3.01419953864455747e4,1.48708685397857800e5,1.51732702469294833e5,605,61
180441,6.62957562393462006e6,4.41150979479995294e4,1.54848016780303413e5,1.61009472292019898e5,557,64
180442,1.34861068855434880e7,9.74719962242501060e4,3.14570044527745049e5,3.29325223695555585e5,597,59
180443,2.41587793708769716e7,2.50902613459516375e5,4.77739441765178111e5,5.39617545729305828e5,580,55
180444,1.09640786202214248e7,8.41305376148407813e4,2.56289727990046900e5,2.69745012989256880e5,577,46
180445,1.00676325676197559e7,8.96099163024838635e4,2.45765507444811985e5,2.61592472654210957e5,581,50
180446,9.47771563695465215e6,6.15145817264540383e4,2.99966098664559308e5,3.06208595752987836e5,573,37
180447,4.63479113722825609e6,4.27345375398479591e4,1.52491031688504154e5,1.58365891037713824e5,587,44
180448,1.26719444345314242e7,8.18769345780489530e4,2.62695124466275389e5,2.75159155461434799e5,553,53
180449,1.00430022424833067e7,1.04465183782610824e5,2.50146152599523484e5,2.71083146438650379e5,520,49
180450,7.92409345735058747e6,6.18605976859655275e4,2.01040275976838981e5,2.10342402075540769e5,552,57
180451,8.26406226656760648e6,7.02361123728739476e4,1.95862536681618134e5,2.08075094032450666e5,553,43
180452,6.84917183424185682e6,4.80503224619644898e4,1.67438882483549154e5,1.74197051800650603e5,563,57
180453,5.25940985735578462e6,2.95804295976003159e4,1.51500383087141905e5,1.54361160564208461e5,576,55
180454,2.03749655641537942e7,2.59273182772868924e5,4.52556975165676035e5,5.21565335385970422e5,540,49
180455,1.76391692968409173e7,1.52083962687276304e5,3.85328517280857894e5,4.14255474238457391e5,574,51
180456,1.25785474396521933e7,1.89998836536440096e5,3.16157318017473968e5,3.68856350929739361e5,546,44
180457,1.13719757689391542e7,6.42026539002152640e4,2.06802772562762519e5,2.16539528741235845e5,561,57
180458,6.26252567880027927e6,4.51950455724549174e4,1.65240758236933500e5,1.71309953963606502e5,550,50
180459,7.64933714036493097e6,5.38078951983788866e4,1.82190081929367763e5,1.89969775330470584e5,539,40
180460,9.83326981643575802e6,8.11707244415610330e4,2.01446527206041006e5,2.17185151034185692e5,584,40
180461,5.39690461469775252e6,4.29833587750673396e4,1.57022954036877753e5,1.62799807205210120e5,562,47
180462,2.78759233332605772e7,3.88650125472151092e5,4.78400088524009683e5,6.16372910444074543e5,569,47
180463,2.78677004285647757e7,5.37679425053991610e5,6.52508541579559562e5,8.45497818424550933e5,596,47
180464,3.63906418566051498e7,2.43811028298165940e5,3.15353378650831117e5,3.98612055696141149e5,542,43
180465,9.16294031777692027e6,1.02277100477271160e5,2.63127930623293272e5,2.82306417135945521e5,618,56
180466,1.03519521757217254e7,8.56855842551329406e4,4.09507840897514019e5,4.18376255427679745e5,574,51
180467,4.21607523057637922e6,2.12195460203894218e4,1.40531658103925438e5,1.42124649736595718e5,560,64
180468,1.31634780704972707e7,8.57888668555081822e4,2.86361863103881304e5,2.98936191045310115e5,563,47
180469,1.24490799332787152e7,1.30410360784617602e5,2.89551718381067971e5,3.17564260925884766e5,581,64
180470,7.84509032172738854e6,5.85065889508836772e4,2.05121217832514900e5,2.13301980665350828e5,559,47
180471,5.11233939732721075e7,9.10509730977555155e5,1.00348859588723874e6,1.35499717058027908e6,562,42
180472,2.29594874783231318e7,1.70300764325986995e5,4.17614326790030289e5,4.51003410486334993e5,551,79
180473,6.78941306557383388e6,5.48940076895624297e4,1.84322655313512601e5,1.92323148222063261e5,593,57
180474,8.28457112513701525e6,1.06958198440881795e5,2.64522001916246547e5,2.85327786434300477e5,549,82
180475,3.62657980127752479e6,2.40015472974110780e4,1.18541324832418337e5,1.20946765007150083e5,539,73
180476,2.63485666662845798e7,5.25218973330273642e5,7.35389095266468707e5,9.03688049817492138e5,531,63
180477,1.64519340643856376e7,2.25500570941747370e5,3.91577747301113210e5,4.51866838434143690e5,534,40
180478,5.75350352211470995e6,3.15401484237453296e4,1.51748870894435910e5,1.54991937791383418e5,531,70
180479,7.44277084492217749e6,6.67259698504009575e4,1.85067595074404468e5,1.96729178819768247e5,555,35
180514,1.26176076973905810e6,1.42701468981112539e4,3.29692959232007197e4,3.59250826883565242e4,108,10
180515,7.60454213381990994e4,1.62400411647784040e3,1.58618379973275273e3,2.27010317317773115e3,2,0
180520,9.56385012509340979e6,1.25703220751120258e5,2.51227363171890029e5,2.80920785477873811e5,589,58
180521,5.80006161715108994e6,5.04153779891566737e4,1.61913944766754983e5,1.69581354658232769e5,565,81
180522,5.94080869472804945e6,6.08630337263298570e4,1.76413615663978097e5,1.86617450057624956e5,568,59
180523,6.87319214782217611e6,4.98810857683370268e4,2.25760897321573459e5,2.31205764367738535e5,568,99
180524,3.73637996076095570e6,4.33122539832672192e4,1.00932363477733423e5,1.09833024825470158e5,325,36
180525,3.66514712839058228e6,1.79678964934433425e4,4.43646775122321415e4,4.78651221158313710e4,158,14
180526,1.15990103010380398e7,7.75312599671100033e4,2.87674968124578591e5,2.97939563599003886e5,598,82
180527,5.33746542768180277e6,2.64092605367525430e4,1.98204271204167337e5,1.99955950563300808e5,610,77
180536,4.61167635967978786e4,9.06459536037654402e2,1.54544944603088970e3,1.79167041631846541e3,8,0
180538,1.85863188538544923e7,1.54063656931170524e5,2.99455782915660704e5,3.36763086321284180e5,572,68
180539,5.69936780698737968e6,7.34259389014950139e4,1.40500020877083793e5,1.58529569386998162e5,383,33
180542,1.14686100222506421e6,7.54680414160111377e3,2.90018873348852903e4,2.99677113196364662e4,122,13
180543,1.17110381623828766e3,1.26577964913903799e2,5.04313871937808358e2,5.19956212224308047e2,4,0
180608,7.46879299842615891e6,7.02701692711555952e4,2.26380412159168365e5,2.37035836317531968e5,580,58
180609,1.76809777296763957e7,3.24822075375769637e5,4.55354149052646419e5,5.59336018606778001e5,616,51
180610,1.42979015755957235e7,1.74387316611225251e5,3.24668606641757360e5,3.68538519470575673e5,565,72
180611,2.19564566736807041e7,2.36931765210194426e5,5.10527909318763996e5,5.62828044396338519e5,577,71
180612,1.45846721500118189e7,6.02087090076629756e4,1.95166363284375460e5,2.04242498021391861e5,612,104
180613,2.66912526493552374e6,9.95303930705351922e3,1.00803933649402243e5,1.01294106593823322e5,587,60
180614,6.40995579252456687e6,3.57205867288886802e4,1.65602067338658962e5,1.69410758286166092e5,605,84
180615,1.95000936993849799e7,9.65460515126430691e4,3.30636203864727693e5,3.44443666466317372e5,569,91
180616,1.55001231136411149e7,1.13095678464657656e5,3.52468579931021901e5,3.70168518820783065e5,619,69
180617,1.60036458273458071e7,1.38213005416157859e5,3.08855450879247976e5,3.38370395283024816e5,537,47
180618,2.73077016263104491e7,3.65116821791766677e5,5.66488554884273792e5,6.73958141408050316e5,616,74
180619,1.63629167191812359e7,1.28793073091354861e5,2.80723064109120751e5,3.08857725173142797e5,548,60
180620,8.68756280952738784e6,5.54525650650554817e4,2.08197584675580903e5,2.15455845214373083e5,580,60
180621,1.28049829581971094e7,1.00863083094934424e5,3.02012822163960082e5,3.18410279800849734e5,574,79
180622,2.19120827942347787e7,1.97232831476576015e5,3.59489446894089284e5,4.10040793385835772e5,584,74
180623,1.15756438143493030e7,9.82158733486513374e4,2.86339932042131899e5,3.02715897269256471e5,585,40
180624,4.87686784337894246e6,2.15702331614872674e4,1.46656643029373896e5,1.48234428872938035e5,628,66
180625,8.54856694531997666e6,5.11832426587468362e4,2.08937228882911120e5,2.15115062100109935e5,613,52
180626,9.02847283685665205e6,8.05872835559026425e4,2.39701286183408141e5,2.52885382869195484e5,647,78
180627,7.60066360436802078e6,5.10576636004805914e4,1.91372292159455072e5,1.98066249569944834e5,615,58
180628,1.41783358851441853e7,1.35130634945609956e5,2.80557758007696946e5,3.11404791355414374e5,635,59
180629,4.76881141694014519e6,3.93698274751068602e4,1.43273450400603906e5,1.48584201398109581e5,519,76
180630,7.44314151571612246e6,4.76122033472563999e4,1.96657987215942965e5,2.02339531094164791e5,669,86
180631,3.22636249190805014e6,1.18296930616953578e4,1.10764016294754532e5,1.11393935847866378e5,632,74
180632,8.11835606596712582e6,5.06658743920295237e4,2.67317220192463312e5,2.72076325760502019e5,610,76
180633,7.61587645706866309e6,4.95381322567600655e4,2.03260129808151600e5,2.09209719939382572e5,622,63
180634,7.37382357010994200e6,6.27198965167440183e4,2.04532125545550633e5,2.13932643136226310e5,573,70
180635,1.24530469904744811e7,1.02304547516685823e5,3.21560119787219970e5,3.37442041068040417e5,589,93
180636,4.38184373952874616e7,3.22310110953559401e5,4.61160097488455882e5,5.62629934449330438e5,591,69
180637,1.96289457948009372e7,1.82717711557140370e5,4.66972604814868944e5,5.01447081718761357e5,633,59
180638,1.99142681171673164e7,2.13665534488019010e5,4.88594819449884468e5,5.33270905095445924e5,652,132
180639,2.03822335231538601e7,4.65186167048782518e5,5.87001917317701387e5,7.48978918894380680e5,665,62
180640,1.07535285771093201e7,6.80733761799202475e4,2.47828359976971842e5,2.57007549603914289e5,564,62
180641,1.07002825092721954e7,1.13128655215671621e5,4.08824452656187292e5,4.24188078239520313e5,501,54
180642,5.71448362052651122e6,2.69877463301410571e4,1.52119590813737304e5,1.54495010797497642e5,547,48
180643,6.56754819632317349e7,9.36679979818390450e5,1.22592690065304982e6,1.54281111946257786e6,555,64
180644,2.09680166886032186e7,2.48125755626190541e5,3.74440153898808057e5,4.49190181834856106e5,561,51
180645,6.51891069078867324e6,5.03734156232084133e4,1.55004808683413925e5,1.62984575087737205e5,602,58
180646,1.26775007321543843e7,8.53414791175093851e4,2.62622868828777224e5,2.76141158268414263e5,591,45
180647,1.18676436288348548e7,1.02542653917340635e5,2.86130174042998697e5,3.03949785935585445e5,576,48
180648,1.92437946664694883e7,4.95606188392467564e5,4.57393667566339194e5,6.74414161404323415e5,551,59
180649,7.35242973022990301e6,7.19620211224566738e4,2.08220623470145511e5,2.20305153190580197e5,582,71
180650,6.53403483028337639e6,3.65317340654832806e4,1.77023242122047464e5,1.80753411711182445e5,564,46
180651,2.05088460024325401e7,1.66376466858567088e5,4.57181807322023029e5,4.86514474266255798e5,534,80
180652,1.44476829130043294e7,9.50632596829645336e4,3.69208782143698132e5,3.81250768069499754e5,555,67
180653,9.31324523128225468e6,1.03569704086881655e5,3.92583436703588523e5,4.06015317911337828e5,625,68
180654,2.35534305770871639e7,4.32323754104287247e5,5.89444934427264961e5,7.30991900833919644e5,663,87
180655,2.25408369626807012e7,2.82512370995562873e5,5.05247317259822390e5,5.78867939485148992e5,605,86
180656,1.26039988830259182e7,7.57180146126558247e4,2.91002687999427668e5,3.00692171763374296e5,639,75
180657,6.75796760120840650e6,3.85261765860390296e4,1.83454901429791207e5,1.87456574013698089e5,630,66
180658,5.15330850566146243e6,2.38551621554512021e4,1.54320695880255516e5,1.56153597263813252e5,607,58
180659,5.82499233096801490e6,3.03438586287889848e4,1.68848674066777225e5,1.71553561579445784e5,560,60
180660,3.74757062952294992e6,2.18054511859963059e4,1.24017513789463294e5,1.25919900841545241e5,576,58
180661,1.59226579798304532e7,1.33844992602437676e5,6.50307976486564730e5,6.63938962802151684e5,561,70
180662,4.72016366845070347e7,7.22638017320445506e5,7.67898602746991441e5,1.05445434617986483e6,619,66
180663,6.68068461287587211e7,1.96590918810313474e6,1.85574660974055086e6,2.70344121730654128e6,656,86
180664,4.95713281690566987e6,2.23786848273140859e4,1.48975916853537754e5,1.50647367507542105e5,614,52
180665,1.56958047331798375e7,1.96270862084323191e5,3.90903045063355647e5,4.37409924376582087e5,610,83
180666,6.93042768630517125e7,8.26646285211904207e5,1.03642077899822965e6,1.32571192647344689e6,621,76
180667,1.63708085736070186e8,1.30986606795449439e6,1.35727330840607337e6,1.88625023517298372e6,592,63
180668,4.84365614071342349e7,6.20738952861343394e5,8.17979077884191996e5,1.02684303545170440e6,597,79
180669,1.31910512469097357e7,1.06326098793099489e5,3.01769553796440014e5,3.19953282344567357e5,652,99
180670,1.45665389150352590e7,2.82393512032540748e5,4.11728803511135222e5,4.99266164764631074e5,605,97
180671,4.10024070609337091e6,1.89707612388261514e4,1.25041338762857253e5,1.26472234824834886e5,621,97
180672,3.01681100778780924e6,1.94090550765688095e4,8.25979305401022575e4,8.48476844025388709e4,334,25
180673,1.77900514062042185e6,3.26332853130445947e4,4.48363089515733373e4,5.54547194630313461e4,69,13
180674,8.18628874921866227e6,4.21068856869186056e4,1.84847988375526940e5,1.89583144368718000e5,624,64
180675,1.24808997047304455e7,1.04569435389634673e5,2.60148287757939484e5,2.80378134741449961e5,611,62
180678,3.86064823882268509e6,3.39416297034541058e4,1.10539272131889709e5,1.15632888532520737e5,450,45
180679,1.60089013044224610e6,8.82874685168360338e3,4.58143518486526809e4,4.66572781705411762e4,192,16
180680,7.61531407522377931e6,1.45161747954552411e5,2.51415528864385240e5,2.90313108941672719e5,634,80
180681,8.47520597544833273e6,6.05490634500704182e4,2.05125434963300475e5,2.13875274759762426e5,607,76
180682,1.11225553560141250e7,6.36210438565805962e4,2.36168336127021234e5,2.44587653430026257e5,645,59
180683,5.17798227769282088e6,4.10419254910547534e4,1.45035812044921215e5,1.50730973670121981e5,593,70
180684,4.23819057832033094e6,2.12478753617701914e4,1.33700196628662059e5,1.35378043958140479e5,579,97
180685,5.73555388076655008e6,2.89040516842311954e4,1.58784207211020199e5,1.61393521132035879e5,619,49
180686,7.47246872926292382e6,1.07453580897324005e5,2.47521258044247632e5,2.69838924604039988e5,865,241
180687,4.31734225525186304e6,2.57925375725921731e4,2.52218533396728628e5,2.53533910124918591e5,1673,1117
180690,5.59528316526492592e5,1.28406834767100554e4,1.28490004857771492e4,1.81653506884000453e4,10,2
180696,5.97990120955005195e6,4.53615146337095284e4,1.58668914098155801e5,1.65025729239267966e5,520,60
180697,1.97387945616925391e6,1.31101514721258191e4,6.45589730175603763e4,6.58766807656865130e4,317,35
180698,1.16064217109509744e7,8.54534022322758101e4,2.35909826353521174e5,2.50909804757047386e5,614,54
180699,7.65224183043820038e6,4.15511597622306363e4,2.20977732779129146e5,2.24850299670226406e5,621,60
180700,9.92724080748902343e4,1.34943066547769422e3,6.64625665394720909e3,6.78186483432611021e3,44,2
180702,3.26729311214404553e7,5.70621861525468295e5,8.56649661985630053e5,1.02929973876946303e6,606,71
180703,5.60854183960606344e6,3.50931185103407479e4,1.45220687490021752e5,1.49400719683190895e5,431,60
180704,4.82306416832384765e7,1.07590196572976327e6,1.17915466022673994e6,1.59623643380158674e6,620,72
180705,9.13182531333565898e6,3.95354885085071946e4,2.12197608694229653e5,2.15849206593760056e5,639,82
180706,1.04639649192418847e7,7.25328748449871346e4,2.61709537664264586e5,2.71574851629751793e5,655,90
180707,1.53708030948987827e7,2.00155822531308921e5,3.60520108093825809e5,4.12355552446148940e5,639,84
180708,1.20466271799679119e7,1.35273621981538512e5,3.19618111589670996e5,3.47065829577259836e5,911,229
180709,1.26537758759477306e7,1.44055376889272069e5,3.06065946045474790e5,3.38272545352740271e5,661,90
180710,4.61387634141099267e6,2.55180097666584625e4,1.43767755385492346e5,1.46014849625077652e5,657,80
180711,5.16914509326663911e7,5.13643607187991147e5,8.12650295751650003e5,9.61368950190474745e5,600,84
180712,6.46025371372894384e6,3.01012688881822360e4,1.58843556706529052e5,1.61670535026822239e5,655,61
180713,9.19156809441239759e6,5.34841862814313936e4,2.18797135777038493e5,2.25239305642737832e5,642,79
180714,1.39954070823156368e7,1.51159241264086333e5,3.55185569391330064e5,3.86012829998405068e5,658,91
180715,6.02491720271068998e6,5.25095393079271889e4,1.75524932167429564e5,1.83210953631903511e5,632,91
180716,2.94787526578637399e6,1.41735754950171449e4,1.09389975781611647e5,1.10304383611053883e5,653,93
180717,8.69954172426609509e6,4.83260716796953566e4,2.02767448889147461e5,2.08446749873928435e5,655,103
180718,5.73699648891733307e6,3.04902944100416098e4,1.73573154128557799e5,1.76230808564640873e5,695,95
180719,7.20826589297426119e6,4.41205433712331724e4,2.00416466597096121e5,2.05215453683775500e5,649,79
180720,5.42845322724831942e6,4.59976103505676438e4,1.65743227961813885e5,1.72007551500404923e5,675,94
180721,4.46547752564118430e6,2.81260185322343095e4,1.46388862087377784e5,1.49066333763572853e5,664,81
180722,2.42808558033932038e7,2.00393636476818385e5,3.68333384389563929e5,4.19317411510985927e5,643,83
180723,3.03424546955378838e7,3.52568600970629312e5,5.53995773056676961e5,6.56670339634014526e5,659,92
180724,4.53096728216291126e6,2.47625336144919711e4,1.44837998820293637e5,1.46939541898279451e5,654,99
180725,1.34688938938494604e7,1.79411918098281691e5,2.83804273102634528e5,3.35758100106340426e5,657,104
180726,2.51907621636846773e7,2.86483278028417495e5,5.24600009797747014e5,5.97727227813577047e5,688,111
180727,1.24497008283313680e7,6.15501540032243065e4,2.71916358911558171e5,2.78795494406814163e5,678,91
180728,5.46899708555788919e6,3.75009480462939828e4,1.68456466614324367e5,1.72580132832704199e5,659,103
180729,7.09633621411242336e6,3.49466586655640422e4,1.92910257842120016e5,1.96050086795697862e5,636,98
180730,6.50766371569791064e6,4.10595910175919198e4,1.86039142615564633e5,1.90516279093589052e5,662,78
180731,7.61990263238004129e6,4.80414953710211776e4,2.08707619512242207e5,2.14165486761874665e5,668,85
180732,1.82081053954873234e7,1.50040308146453317e5,3.59756180949003785e5,3.89790461401629203e5,705,98
180733,1.10572035674109124e7,5.19062495894138920e4,2.66075380253705254e5,2.71091067214676703e5,726,105
180734,6.49625697461368702e6,3.02387557311084238e4,1.73502737710259680e5,1.76118092032365617e5,669,81
180735,1.23975601536775753e7,1.30038393118646825e5,3.31752411176238675e5,3.56328003398733563e5,680,88
180741,1.83258391675985791e6,1.75989491766321080e4,5.30837587226034011e4,5.59250252770729930e4,263,35
180743,2.13944940865290165e6,2.53281412259858516e4,6.66420901770557393e4,7.12929373860434571e4,239,32
180749,1.25753824764324026e6,1.51822989879320940e4,4.57465631108373491e4,4.82001062137085755e4,245,38
180751,5.85496274378705956e6,5.27210213277540897e4,1.44783078187294945e5,1.54083243148727430e5,337,56
180752,4.35928738065177109e6,2.13581205592948791e4,1.34517148461525125e5,1.36202175254455331e5,625,103
180753,4.35229215417426080e6,2.87981602822372115e4,1.37696172854665783e5,1.40675406715116434e5,579,86
180754,1.01963993900001831e7,8.45895504249544174e4,2.36987992316592834e5,2.51632073757192906e5,569,100
180755,4.33290102250561398e6,2.92707131746613122e4,1.38901474713449337e5,1.41952084617748042e5,622,94
180756,1.55377881246155538e7,3.03057972762999183e5,4.48606180141134479e5,5.41379386120342417e5,599,68
180757,9.82270867451041192e6,9.11189787921154639e4,2.80348763414884917e5,2.94784832453050592e5,547,47
180758,1.36643091751727406e7,9.93293172240592685e4,2.90677966431692825e5,3.07180717866636522e5,617,81
180759,5.17989921727285441e6,3.42831045215406484e4,1.48329625841390429e5,1.52239972273650113e5,545,51
180760,6.45609819962343760e6,6.39362065349163313e4,1.77445787883238605e5,1.88612953276223299e5,548,76
180761,1.04237181726582646e7,1.09619965708009360e5,2.89606991879169364e5,3.09659081292841176e5,594,83
180762,1.03941948903410416e7,1.13677714034191536e5,2.69073629454572510e5,2.92101422002522973e5,592,94
180763,4.45313853732082620e6,2.03052660879396717e4,1.30812904801243756e5,1.32379454196794803e5,578,50
180764,1.07074078697852474e7,1.38876308528936119e5,2.69814322200100927e5,3.03457406459167076e5,542,102
180765,1.28786408866168894e7,1.04131207698313956e5,2.85626879034537764e5,3.04016483835531282e5,577,84
180766,4.24326366846024543e7,4.19506983892767923e5,5.10190276052372064e5,6.60515122698339634e5,565,69
180767,8.02414079861205071e6,9.25133164753525925e4,2.00680457134164171e5,2.20978188065804017e5,578,63
180773,3.55279036808030633e6,3.54900712629859045e4,9.79812657211326004e4,1.04210717253874682e5,315,35
180774,3.71683385232823348e4,5.49006724195848051e2,1.99291970246040319e3,2.06715682125646163e3,15,2
180775,5.88221223560669180e6,4.14737571357765264e4,1.51091666737976426e5,1.56680452796821803e5,410,37
180776,1.30126102294023940e6,2.66989311465651554e4,3.45444445820805850e4,4.36594958268354676e4,93,12
180777,1.14484959830173273e7,1.32653492907019478e5,2.31983749128884636e5,2.67232874175925332e5,349,36
180778,5.89342029972274695e6,5.00159284058360645e4,1.59142262259602750e5,1.66816823885967518e5,504,66
180779,4.66326826992762610e7,6.55815493976695463e5,7.28302994495144463e5,9.80060821546546416e5,518,57
180780,1.01533379888583533e7,7.91424078623815731e4,2.33194562844421860e5,2.46258451352347649e5,602,92
180781,8.38798578463986237e6,6.80225390719443531e4,1.83333876121029403e5,1.95546352447073645e5,560,84
180782,4.10768652778447978e6,2.66857220418400939e4,1.30704637942432368e5,1.33401012516984600e5,557,62
180783,1.24115882336916253e7,1.17836453110147020e5,2.78158512258632691e5,3.02088708202600305e5,580,105
180784,1.02537749878673069e7,5.62647251527252010e4,2.35985994321437145e5,2.42600718903281639e5,571,73
180785,8.55717219685976766e6,4.95262353098472013e4,1.89558186714151088e5,1.95921295765221294e5,539,74
180786,1.10772779270778336e7,9.77756652043952199e4,4.85585232266180101e5,4.95331301757886133e5,591,82
180787,1.50863745057770330e7,1.64142610492335778e5,3.68032918645180005e5,4.02977698868967593e5,588,74
180788,5.11443508951665089e6,3.19854665496744019e4,1.52194126439727028e5,1.55518880503789493e5,564,55
180789,1.28639900245880149e7,1.56044280936837284e5,3.12824232005212165e5,3.49583777859822032e5,559,56
180790,1.22281452867865972e7,6.34847808989134064e4,2.69797687545733002e5,2.77166212967612664e5,579,53
180791,4.93832664541195799e6,3.27677541981511786e4,1.54848033427776856e5,1.58277096168840391e5,544,64
180792,1.47928680697299950e7,7.31285569221562182e4,2.77094452529603848e5,2.86581788430803688e5,583,76
180793,1.34149562305999286e7,1.78972659435730136e5,3.35632218072941178e5,3.80368503735601378e5,611,67
180794,6.12758537156224158e6,3.85903740574575859e4,1.65710624856669310e5,1.70144727101025026e5,582,164
180795,9.81931198702269793e6,8.84725276756497333e4,2.48744839630411501e5,2.64010195629028196e5,590,61
180796,4.04130313830590919e7,3.65360763173193671e5,7.94558854639058351e5,8.74535454256618978e5,562,66
180797,7.07013792349343002e6,7.02126040417780459e4,1.96040728583531512e5,2.08234908288426435e5,609,44
180798,2.90843220251632892e7,3.19910118690281641e5,5.11504584965562215e5,6.03307073123813258e5,565,55
180799,6.70364450585607588e7,1.05298648701419495e6,1.14117646858818736e6,1.55276021146019245e6,582,63
180800,3.61541852882314147e6,2.76041685870479923e4,1.30810732905533383e5,1.33691577770123433e5,558,50
180801,1.01564404085702468e7,5.36177941882248706e4,2.92238011704124627e5,2.97116009899148543e5,544,49
180802,1.27298239143378399e7,1.08917154089769945e5,2.68671516638306028e5,2.89909175963338988e5,549,56
180803,6.50087449294579308e6,5.34391671908948265e4,1.83672757676635782e5,1.91288856190308637e5,573,43
