# schema=nsb-healpix-starlight-v2
# packer_id=candidate-v5-to-healpix-v2-packed-v1
# unit_conversion_id=pixel-flux-ph-m2-s-to-band-radiance-ph-cm2-ns-sr-v1+nested-to-ring-v1
# source_candidate_sha256=sha256:76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# map_type=healpix
# coordinate_frame=galactic
# nside=128
# ordering=ring
# s10_diagnostics=not_provided
# band_definition=300-650 nm combined integrated photon radiance (corrected 300-336 nm UV + measured 336-650 nm)
# calibration_status=production
# dataset_name=NSB Gaia DR3 Starlight packed runtime map
# gaia_source_checksum_manifest_sha256=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# generated_by=nsb-data dataset starlight promote (candidate-v5-to-healpix-v2-packed-v1)
# generation_command=nsb-data dataset starlight promote --apply
# generation_date_utc=2026-08-24T00:00:00Z
# independent_comparison=no_admissible_independent_reference; human review #103
# magnitude_limit=Gaia DR3 catalogue as admitted by the frozen merge report
# map_resolution=HEALPix nside=128 ordering=ring
# photometry_model=gaia_dr3_xp_photon_radiance_300_650nm_packed_v1
# smoothing=none
# source_catalogue=Gaia DR3 GaiaSource and XP continuous
# source_catalogue_checksum=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# source_catalogue_license=CC BY-NC 3.0 IGO
# source_catalogue_release=Gaia DR3
# source_selection=Gaia DR3 full-population admission with photometric-inference fallback and selection-function weights
# validation_report=docs/nsb_components/starlight/production-runs/combined-300-650-validation.json
# version=uv-v2-packed-from-76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# xp_continuous_checksum_manifest_sha256=sha256:f23df1ffb45b19fc3f34d6f37791179cef1ebec6c5b9fd613a488b3be580fccd
healpix_index,integrated_ph_cm2_ns_sr,statistical_uncertainty_ph_cm2_ns_sr,systematic_uncertainty_ph_cm2_ns_sr,total_uncertainty_ph_cm2_ns_sr
166,1.2070129089658595e-2,1.0577830720047502e-4,3.3059972412717657e-4,3.4710982104683139e-4
167,1.0432053076382432e-2,1.4222475184368181e-4,3.1718569704921961e-4,3.4761278234494801e-4
168,1.6501467122551308e-2,1.1014268524491022e-4,4.3268582322708170e-4,4.4648452687036849e-4
169,9.0402439571651023e-3,9.6226585604933330e-5,2.3677201335605449e-4,2.5557883732003954e-4
170,1.7808900010449883e-2,3.3159931024547446e-4,4.9959029567484795e-4,5.9962368706360856e-4
171,1.5392233977389265e-2,1.2537384484273331e-4,3.6050620263237618e-4,3.8168484788771173e-4
172,9.4985050345482019e-2,2.1717021817402931e-3,2.1194896122338465e-3,3.0345554176094279e-3
173,9.2868107584170179e-3,1.0893744152284636e-4,2.6383813532581714e-4,2.8544338811355884e-4
174,7.7415084167703719e-3,1.0039667111928863e-4,2.2479840315348297e-4,2.4619872792561387e-4
175,9.7925039450418739e-3,5.9919222104245308e-5,2.6412298584207371e-4,2.7083438634654597e-4
176,9.9493963402010402e-3,6.8830128383207836e-5,2.4604826344333883e-4,2.5549429448958652e-4
177,9.6101480221896501e-3,9.2737269477894497e-5,2.6503135052381781e-4,2.8078785214231478e-4
178,7.3052552436633335e-3,7.6240285463911585e-5,2.3366403372876605e-4,2.4578743211567318e-4
179,1.3307850049372676e-2,9.0490511824237421e-5,3.3549483918577353e-4,3.4748427281029639e-4
180,1.6042516539055831e-2,1.1989420389060733e-4,4.0337583628286780e-4,4.2081668862280821e-4
181,8.8362718426517467e-3,6.8626382037893362e-5,2.5326494221790012e-4,2.6239800164682504e-4
182,4.2107387932068800e-2,5.4159601357035988e-4,6.9501048643213679e-4,8.8111623419724866e-4
183,2.9472191684834222e-2,5.2239534210672190e-4,6.7609636028209414e-4,8.5440223656161750e-4
184,5.7495015691054252e-1,4.6137329474125570e-3,5.4904899576413311e-3,7.1716115124147986e-3
185,2.8266416865432447e-2,3.9670801395465114e-4,7.2082019934881930e-4,8.2277518686766163e-4
186,2.9324129058256564e-2,2.0801394742576824e-4,4.9574796541202750e-4,5.3762054232870890e-4
187,1.7609914174893094e-2,1.2882146918504909e-4,5.0784190922444354e-4,5.2392592576405543e-4
188,6.8391464491027098e-3,4.7288764709152092e-5,2.1108781188937853e-4,2.1631988257199845e-4
189,6.7957417604033983e-3,6.3737341349701478e-5,2.1777141359661956e-4,2.2690711152848053e-4
190,1.9373456617069802e-2,2.2513301929108400e-4,4.0935331030669489e-4,4.6717770605431169e-4
191,6.4364536008687627e-3,4.0018117257992069e-5,1.8835658818593527e-4,1.9256078007195653e-4
192,1.2907911927743753e-2,1.2355753092286781e-4,3.6548317294877710e-4,3.8580359401703499e-4
193,7.8996146420034271e-3,6.1753235089187310e-5,2.3444873258613507e-4,2.4244519020847889e-4
194,4.2381940774224122e-2,7.9931848167264787e-4,1.0098064678517331e-3,1.2878738826681206e-3
195,1.0173169054675643e-2,5.8592004585235170e-5,3.0974749296054242e-4,3.1524043585279076e-4
196,1.1518227572271627e-2,9.1326304370604295e-5,2.8811694745545691e-4,3.0224471754034476e-4
197,1.3679361888458615e-2,2.6473228064026791e-4,3.8377236758151958e-4,4.6622356282380518e-4
198,8.2027687702495491e-3,1.0697268570345756e-4,2.5030146135180065e-4,2.7220208860597979e-4
199,1.2209701830590202e-2,9.7682015478908524e-5,2.8820967621871632e-4,3.0431331488142130e-4
200,1.2755312357598100e-2,1.1927395728700061e-4,2.9592602033393155e-4,3.1905875069895785e-4
201,6.5360061356699211e-3,3.4180888278373262e-5,1.9617816257738643e-4,1.9913363501864294e-4
202,7.8080699309642379e-3,4.2198413966461741e-5,2.2283031846618605e-4,2.2679077796292066e-4
203,9.0250058864252084e-3,7.1075134277172151e-5,2.5586006905945629e-4,2.6554858246962608e-4
204,5.0604088121076231e-3,3.9489361961354011e-5,1.8130102962975845e-4,1.8555180692444195e-4
205,7.2756110915900849e-3,5.2706303360921507e-5,2.1745117791488873e-4,2.2374755683704362e-4
206,3.6967407297568686e-2,5.0792069998709425e-4,6.4643745842604531e-4,8.2210998359812223e-4
207,1.1264250222503769e-2,3.6731127873291858e-4,5.1911069284096736e-4,6.3591940283831650e-4
208,1.4885259518490290e-2,2.3472375817367005e-4,4.1556043723270180e-4,4.7726902229686536e-4
209,3.6070045967103670e-2,4.0329671375751233e-4,6.0991639430930261e-4,7.3119508161288227e-4
210,5.1435718407546018e-3,2.3602192498667643e-5,1.6211501746536135e-4,1.6382412025870485e-4
211,1.2677596090488923e-2,1.0323315912346699e-4,3.4005837816128355e-4,3.5538259059820810e-4
212,5.4276267012664317e-3,3.2670621137328614e-5,1.6631957130917082e-4,1.6949799198210351e-4
213,9.2378243635642711e-3,6.0593227749251520e-5,2.5084623811138151e-4,2.5806079598362976e-4
214,8.0011574939116235e-3,3.9496844452704780e-5,2.3313691122243724e-4,2.3645891841091499e-4
215,1.5622427812337750e-2,9.1316339496894225e-5,2.9548395043059667e-4,3.0927243462873201e-4
216,7.7011666836125751e-3,6.0473949933384478e-5,2.2983334782297431e-4,2.3765619367494250e-4
217,4.0406498548155263e-2,4.3893026522477468e-4,6.9038064615245033e-4,8.1809853582081780e-4
218,4.7222357900141313e-3,2.4123788972642995e-5,1.7700594847592577e-4,1.7864227660399623e-4
219,5.1681083730914937e-3,4.1848975082579611e-5,1.8260856798211421e-4,1.8734253605612579e-4
220,2.2669057257469618e-2,2.7463202965792902e-4,5.6886635241668482e-4,6.3168954291320794e-4
221,4.5574280079738964e-3,1.8927650391374340e-5,1.7325982376173695e-4,1.7429062648142106e-4
222,1.0641483074342263e-2,7.1075201277994414e-5,2.6670478532810174e-4,2.7601291048357911e-4
223,1.2834357056484317e-2,7.6630986128940458e-5,2.9883703579412541e-4,3.0850588648729751e-4
224,4.2970827400487261e-3,1.7915838016216642e-5,1.5643154033231395e-4,1.5745413320254149e-4
225,1.3724098346527429e-2,8.8757014094746763e-5,3.4412963227454949e-4,3.5539134958582170e-4
226,8.4317190148109778e-3,4.7451764152145142e-5,2.4314298581656262e-4,2.4773005766952051e-4
227,1.0834972579828643e-2,1.1223485277291115e-4,2.7062828007698268e-4,2.9297837489204362e-4
228,2.1133314114359578e-2,2.3438368104985443e-4,4.8856170069182833e-4,5.4187475058852072e-4
229,1.0268124237859071e-2,6.8298497311815429e-5,2.9253539018115314e-4,3.0040246211289869e-4
230,1.6192797511979766e-2,2.2988232456545130e-4,3.8556719371330198e-4,4.4889636222135556e-4
231,4.3955924378884781e-1,6.0519892971921110e-3,5.6326875699052740e-3,8.2676322918652616e-3
232,1.4528708794445216e-2,2.0036277217529508e-4,1.5303370634872230e-3,1.5433977997769939e-3
233,1.4856836447428672e-2,1.4635770185196940e-4,3.4697627466107772e-4,3.7658081744702506e-4
234,1.7455499233756847e-2,1.1234726340755534e-4,5.7657510652311017e-4,5.8741872719321984e-4
235,6.7667307349659391e-3,5.5704605107212656e-5,2.7413191855281009e-4,2.7973435934756924e-4
236,1.4978362838493124e-2,1.4093007995893378e-4,3.3266171049094938e-4,3.6128257785837903e-4
237,1.3845194632135226e-2,8.8393350286918306e-5,3.8397800589624160e-4,3.9402093013823518e-4
238,1.5371590135270636e-2,1.7450639204097537e-4,3.9508044224022449e-4,4.3190396699253637e-4
239,8.8517473786201867e-2,2.7611928004758909e-3,2.5478215170386259e-3,3.7570706892584411e-3
240,5.9574966160748479e-3,6.0218571285577464e-5,1.8014113177831177e-4,1.8993973698530611e-4
241,3.0957971753094130e-2,2.8079999883593159e-4,6.3182561409159672e-4,6.9141322374429793e-4
242,3.3526345046563232e-2,4.4780552012526655e-4,6.5623774411245487e-4,7.9446696636956799e-4
243,1.3368447705510897e-2,1.6824054758634278e-4,3.1142865694722550e-4,3.5396707505092214e-4
244,7.9891117619900025e-3,4.0583246184350196e-5,2.1603138816593672e-4,2.1981028307101828e-4
245,3.2816196822375972e-2,3.6042590263087292e-4,8.0353285155114809e-4,8.8066558625235199e-4
246,3.4758825254842543e-2,4.4498694314690050e-4,1.2438417759820786e-3,1.3210434297363104e-3
247,7.4010831816654589e-3,4.4218700736527888e-5,2.1485718801028038e-4,2.1936021684551549e-4
248,4.6895834161250222e-3,2.0883709676998685e-5,1.6775058801653036e-4,1.6904552377914320e-4
249,4.7482414086607999e-3,3.3242048701508590e-5,1.5990429344789523e-4,1.6332304450059724e-4
250,4.3313943286007765e-3,2.5840707464465709e-5,1.5682585656093105e-4,1.5894052802332642e-4
251,2.8398657227579730e-2,4.2382752109505002e-4,6.4599782655627551e-4,7.7262083815608210e-4
252,1.1423937150836311e-2,8.4981023819194425e-5,2.9443054657295355e-4,3.0644921465816595e-4
253,1.1349480143974298e-2,8.6508036859511909e-5,2.4070416769566397e-4,2.5577751423326681e-4
254,4.2450956170517709e-2,3.0968069825660602e-4,5.6730870048617545e-4,6.4632909304781583e-4
255,8.3826409112996089e-3,7.3817411301836436e-5,2.8413513040344513e-4,2.9356733902239068e-4
256,1.0029294065888153e-1,1.9811290195481009e-3,1.8481078350998027e-2,1.8586961268798718e-2
257,6.5598005208709021e-3,3.8607828709393031e-5,1.9180573493498692e-4,1.9565276484528475e-4
258,5.0470299265225763e-3,2.6108736447421595e-5,1.5698241932241206e-4,1.5913876364732300e-4
259,1.2014837141955075e-2,8.7900867746638754e-5,3.2212168971907051e-4,3.3389960398012033e-4
260,1.2375116976203233e-2,2.4903954785460749e-4,3.9002691798172430e-4,4.6275446312915233e-4
261,8.1927465543456205e-3,6.4622194250386818e-5,2.4648238191821918e-4,2.5481285796798717e-4
262,1.7657060190473195e-2,3.3722630804382188e-4,4.9381940702784204e-4,5.9797925515371868e-4
263,2.9998782180308041e-2,2.0472620875969651e-4,8.1521309227171638e-4,8.4052674339626617e-4
264,8.9229131635742448e-2,1.3015820252195690e-3,1.4881085086405294e-3,1.9770135816081324e-3
265,2.2741449626083855e-2,2.7521757737960801e-4,4.8519019239536877e-4,5.5781200927853408e-4
266,7.8044717823250159e-3,7.2039777435976333e-5,2.2566238440565955e-4,2.3688233633741598e-4
267,7.6111120199087159e-3,4.9604471638967879e-5,2.2986642859244933e-4,2.3515777384647266e-4
268,1.0421576674374912e-2,7.6054163480213959e-5,2.8223187939698083e-4,2.9229962287116799e-4
269,1.1776939457729702e-2,1.0927105914988401e-4,2.8968917541132315e-4,3.0961263333111879e-4
270,8.8902710941684369e-3,5.9601299251032151e-5,2.4997629739189551e-4,2.5698339271278299e-4
271,1.2011247866668151e-2,6.7389727833607634e-5,3.0850920070359117e-4,3.1578363215381582e-4
272,2.3359866828262427e-2,3.9253665779841608e-4,5.4477854703221032e-4,6.7146756661962234e-4
273,7.6965301571231314e-3,3.6752734736529955e-5,2.1970687255085995e-4,2.2275967623583388e-4
274,2.3838848848841878e-2,2.0544737575212414e-4,5.4448281729312933e-4,5.8195374604078109e-4
275,1.6738090733059315e-2,1.4131158154475078e-4,3.7378865025186142e-4,3.9960845603638967e-4
276,1.0887356110170122e-2,7.7421437502026933e-5,2.4589472881737643e-4,2.5779506714646683e-4
277,1.4577061823260318e-2,1.0186439105797216e-4,3.3390314693518101e-4,3.4909549653186386e-4
278,1.5186941892457628e-2,1.1331732890745826e-4,8.7102520633784621e-4,8.7836537221512134e-4
279,8.7547197050511279e-3,9.4375585801603477e-5,2.5920231222456824e-4,2.7584885328374735e-4
280,3.9560991546018207e-2,9.6879378742807220e-4,1.0782370154627362e-3,1.4495366377133135e-3
281,7.3756886994949603e-3,4.1820883060863219e-5,2.0748528616848516e-4,2.1165805025183561e-4
282,5.8518113789199537e-3,2.9607459759826506e-5,1.9403581218802192e-4,1.9628168046176666e-4
283,1.0390540715544235e-2,7.3193151710011038e-5,2.5992183259689083e-4,2.7003073254311410e-4
284,1.5206637864904688e-2,1.0113805908967103e-4,4.2263027185923907e-4,4.3456329077389878e-4
285,1.9201450023311285e-2,1.7319828064796342e-4,3.3658324589716987e-4,3.7853127458386502e-4
286,2.0578709120706938e-2,1.4678806099308181e-4,4.7192573714244549e-4,4.9422731230431725e-4
287,1.6785238941075080e-2,1.5781592627513546e-4,3.2281288508706490e-4,3.5932440129263910e-4
288,1.1836516676331550e-2,8.3278939765196879e-5,2.9872393671125243e-4,3.1011509504163707e-4
289,3.7957452405530082e-3,1.9207712086079624e-5,1.4263412057414845e-4,1.4392160558978782e-4
290,2.0651053367657095e-2,2.0590099030608300e-4,4.4972238145092678e-4,4.9461645563701035e-4
291,1.9322747648266012e-2,2.1704137646401655e-4,1.1933781632822950e-3,1.2129544095704579e-3
292,4.4792065369608537e-2,7.9745705722558896e-4,1.0244478210492177e-2,1.0275469408419641e-2
293,1.4948099442256575e-2,1.9478234254200676e-4,2.7506758684346651e-3,2.7575637606689989e-3
294,2.6011043781130290e-2,2.6451861673080070e-4,2.3193122149897292e-3,2.3343477138587855e-3
295,1.3052561834594580e-2,9.8754004464756063e-5,5.4119730794852832e-4,5.5013351063951674e-4
296,8.8247657822642014e-3,8.5051386546714731e-5,2.9711954420238518e-4,3.0905300823734402e-4
297,1.1596324403560537e-2,1.4831019076611148e-4,2.9745599881513641e-4,3.3237927720631264e-4
298,4.4821458874561917e-3,2.3025330889860271e-5,1.6095372785847383e-4,1.6259233799329910e-4
299,2.2034740663640057e-2,1.6608305732144645e-4,4.7568941466248198e-4,5.0384918492657460e-4
300,1.0099747866171412e-2,7.0488051398537533e-5,2.8287490394631831e-4,2.9152491604081057e-4
301,1.0828986703384773e-2,8.9901344331909345e-5,3.0134098031036038e-4,3.1446563902451022e-4
302,2.7172535798548805e-2,5.0209771692298437e-4,6.6359303051684510e-4,8.3214050946327797e-4
303,1.2806039395773948e-2,1.3970285526725487e-4,3.4551496910703811e-4,3.7268952446622516e-4
304,2.2352604966057572e-2,2.4685512773925156e-4,4.7596250618771487e-4,5.3616952672420003e-4
305,5.9885045681926340e-3,5.6236889421951198e-5,2.0049159339090154e-4,2.0822936092751031e-4
306,1.4268965041567881e-2,1.3043676492040325e-4,3.8312836672026396e-4,4.0472347971008259e-4
307,1.1116472038842621e-2,7.3932386603804833e-5,2.6947138449221657e-4,2.7942946310131021e-4
308,1.9070573254289333e-2,1.0721166579648468e-4,4.2668887217453728e-4,4.3995196887891715e-4
309,1.0433198585904629e-1,1.0794370889157774e-3,1.5486955321413801e-3,1.8877611819829439e-3
310,2.8698030404705293e-2,2.5358651793914197e-4,6.0121579382257906e-4,6.5250789483516038e-4
311,1.6216801092817465e-2,2.1968989678978224e-4,4.3142650077074415e-4,4.8414096740391016e-4
312,2.3385625947046153e-2,1.5372858571562319e-4,4.0972346150959960e-4,4.3761374861575597e-4
313,1.2151625528142633e-2,9.6258805433888502e-5,3.1961549018363119e-4,3.3379607425624717e-4
314,1.1443124647803666e-2,1.0902765129950188e-4,2.6895499700312141e-4,2.9021340279324591e-4
315,6.1217583810522780e-3,3.9339407172909366e-5,1.8837683510565032e-4,1.9244069465977650e-4
316,1.5723976335540062e-2,1.0675334448223061e-4,3.6750108447530718e-4,3.8269220484440063e-4
317,2.0412433415567015e-2,1.9994537029553700e-4,5.2378059771731450e-4,5.6064629281546733e-4
318,9.0437471536781333e-1,2.1471069021742843e-2,1.8881763842162124e-2,2.8592443245158784e-2
319,1.3857564629471058e-2,1.8806348279039217e-4,4.9868229888427179e-4,5.3296520409849867e-4
320,8.2805416109699125e-3,5.0592549622459869e-5,2.2854697348799591e-4,2.3407974104527670e-4
321,5.3421794049332916e-3,3.0589851856482300e-5,2.0077622537496270e-4,2.0309316018128070e-4
322,7.5222133388021580e-3,5.1990451234784403e-5,2.2192688784292264e-4,2.2793540876143328e-4
323,9.2017845932985554e-3,9.1242759943307221e-5,2.6964990759365009e-4,2.8466877929856662e-4
324,6.9687121521274523e-3,4.3839859573305619e-5,2.2477072617506358e-4,2.2900614103703109e-4
325,1.7645536958268593e-2,1.6438038171637031e-4,4.2384728085028144e-4,4.5460689323568001e-4
326,1.1626962334798954e-2,9.4464584468642045e-5,2.9600526130383736e-4,3.1071316746862572e-4
327,2.2515520136716576e-2,3.2600366779499481e-4,6.3362681244759659e-4,7.1257373574128526e-4
328,1.5347219380480287e-2,1.2841115425947332e-4,6.1585134776207754e-4,6.2909642113003449e-4
329,2.6146252978942120e-2,2.4553780665285019e-4,6.0490951391226435e-4,6.5284326948928891e-4
330,1.0385058383056093e-2,8.2672730698424155e-5,4.4955693864210056e-4,4.5709541835637724e-4
331,5.3340377322509879e-3,2.0819909894388643e-5,1.5944692577430465e-4,1.6080046886401508e-4
332,8.3309614660822852e-3,4.8490298570086167e-5,2.4433382998365934e-4,2.4909903558604932e-4
333,7.3578348250356680e-3,3.4347480559521784e-5,2.0011621046142581e-4,2.0304247612317082e-4
334,2.0801619761430835e-2,1.9639673902254566e-4,4.7026790340898208e-4,5.0963082724200446e-4
335,3.0745391539277007e-3,1.2751216758478264e-5,1.2221356284800470e-4,1.2287696477706833e-4
336,1.0698603148381796e-2,1.0500336948401243e-4,2.4049971514773555e-4,2.6242298029924510e-4
337,2.5920272236742550e-2,2.3532353916452293e-4,4.7244772251766427e-4,5.2781058969771013e-4
338,6.9665164983448592e-3,6.2869049784151083e-5,2.2644639180387460e-4,2.3501167158623411e-4
339,6.7162691021613406e-3,4.6073461787937117e-5,1.9713783339516108e-4,2.0245021421787330e-4
340,1.7434190471376679e-2,2.2395428646033980e-4,6.1056941291833325e-4,6.5034646951866982e-4
341,4.1707039014790316e-2,5.8050815097913792e-4,5.4301561554668627e-3,5.4610974708484998e-3
342,1.2429650027922644e-2,1.7678602569385260e-4,2.3681278855825975e-3,2.3747174529519357e-3
343,1.0464004717703332e-2,1.0047155489706365e-4,1.7271778020043205e-3,1.7300975964031362e-3
344,2.1434942292524017e-2,4.5246207388208143e-4,5.2162726291139208e-3,5.2358592484466901e-3
345,3.2343878622640250e-3,2.1180385326477276e-5,6.5689523975692504e-4,6.5723661244477692e-4
346,8.8280621643565434e-3,5.5282837064391140e-5,1.2155876071361896e-3,1.2168440420600229e-3
347,7.7301681020250909e-2,1.3392688931528477e-3,1.4540229325156686e-2,1.4601777631381508e-2
348,3.8696727066707043e-2,3.4237438877655283e-4,1.2390063453570326e-3,1.2854403704276244e-3
349,4.3286003426061301e-2,4.7676150761643746e-4,8.7623291644014210e-4,9.9753980321483663e-4
350,6.5897149829962295e-3,3.3922479447424441e-5,2.4250687294452211e-4,2.4486796041375342e-4
351,2.5914889033249504e-2,1.9595863570571133e-4,5.5409792156323840e-4,5.8772807793089528e-4
352,7.1454780029513113e-3,3.7795113702196224e-5,2.1039244606899018e-4,2.1376026754908143e-4
353,1.3934731513518908e-2,1.7361787260492353e-4,4.0544064951266606e-4,4.4105020798670074e-4
354,2.5201278636805987e-2,2.4711988773906842e-4,3.8534449022471778e-4,4.5777572572463626e-4
355,1.7359779452622671e-2,1.1340428830016530e-4,3.4611986079529684e-4,3.6422450582274482e-4
356,5.8724421810173967e-3,3.4455788423990233e-5,1.9971261317258801e-4,2.0266309288112267e-4
357,1.2135267299718295e-2,1.1128652073615930e-4,3.3666125166742169e-4,3.5457790127394384e-4
358,1.4057543543739445e-2,1.5434145623932367e-4,3.5857239110503338e-4,3.9037859159648608e-4
359,2.5127936411481661e-2,1.6443857769858741e-4,4.5065745948826572e-4,4.7972095183340934e-4
360,6.5181094873925316e-2,6.9160319508254414e-4,1.0022843467989153e-3,1.2177392542274852e-3
361,7.5837173865425708e-3,8.0766341458261777e-5,2.2992807029195673e-4,2.4370088104218155e-4
362,9.2247189402158373e-3,5.5830266538127438e-5,2.5410445624549180e-4,2.6016551144518636e-4
363,4.9595074837250841e-2,6.2416851847594559e-4,1.0310118595152390e-3,1.2052268640872256e-3
364,2.2371080105703517e-2,1.5458650409853430e-4,4.5228831056912328e-4,4.7797667634192975e-4
365,1.0843596259972306e-2,6.2768718740593930e-5,2.7597873936253514e-4,2.8302681256812029e-4
366,2.4200427915082832e-2,2.6543148854092549e-4,5.7165554684636649e-4,6.3027290862710398e-4
367,1.2280340328589340e-2,9.4591507664335472e-5,3.0657684007360028e-4,3.2083782849241126e-4
368,5.6355801938241870e-3,3.0072529774292326e-5,1.9819254542718573e-4,2.0046107380220426e-4
369,1.4431454551380887e-2,7.6699796853867361e-5,3.4192740406901578e-4,3.5042432633993967e-4
370,1.6092992001977145e-2,1.4588293482596142e-4,4.1221876457287171e-4,4.3727124366852696e-4
371,1.2328958209892587e-2,2.1381700996512873e-4,4.3009053694173087e-4,4.8030780101644639e-4
372,1.7318995259628836e-2,1.8129918840650955e-4,5.1938814567100821e-4,5.5012129715220756e-4
373,7.0522828615973698e-3,6.6764712107501479e-5,3.6010441577522261e-4,3.6624133715845340e-4
374,2.9629734231968609e-2,1.8804778054216874e-4,4.9815982392911642e-4,5.3247082356118252e-4
375,1.7640423008296231e-2,3.0394350743718351e-4,4.6022182141431669e-4,5.5153039863558597e-4
376,5.2466380949188797e-3,2.8969332137259268e-5,1.7514659654012182e-4,1.7752620224650517e-4
377,6.4276739378051626e-3,2.8977433463293197e-5,1.8336018599029286e-4,1.8563579788530654e-4
378,6.3516340233665232e-3,3.3241604245130869e-5,1.9056932823477066e-4,1.9344682245165380e-4
379,1.0008011729119094e-1,1.5234007842275892e-3,1.6969481812970707e-3,2.2804348443647032e-3
380,1.3112867732884200e-2,1.0928001266109098e-4,3.3316288416799258e-4,3.5062747832185587e-4
381,8.3386041849755760e-2,1.3621398867617544e-3,1.3423512841605412e-2,1.3492446852956389e-2
382,1.7587460852583163e-2,2.3165248686874405e-4,3.5709281518009318e-4,4.2565027114488933e-4
383,9.6344983314068187e-3,8.8200860278929801e-5,4.0626095534069878e-4,4.1572509617327722e-4
384,8.5646463430117548e-3,5.4537614899531774e-5,2.2700645196582409e-4,2.3346580193476220e-4
385,1.4820528671997086e-2,1.3957929229251422e-4,4.0829247975676105e-4,4.3149174715491871e-4
386,6.5391912458876668e-3,5.0749281477353346e-5,2.1724120726684281e-4,2.2309018737995406e-4
387,8.1643671911150045e-3,5.7612261920293034e-5,2.3434064578241169e-4,2.4131869175281510e-4
388,1.3245390582194228e-2,1.2199910148661103e-4,3.6940347784152392e-4,3.8902790414693095e-4
389,1.1402080039809791e-2,1.1897633846390860e-4,2.7979185720691015e-4,3.0403758398193231e-4
390,1.1449310167558928e-2,1.0760098731915890e-4,3.2446240106916705e-4,3.4183888336411766e-4
391,4.9901986584309794e-3,3.0950100604612803e-5,1.6625454089555896e-4,1.6911085445892802e-4
392,2.2228771288303518e-2,2.5567891468312315e-4,8.0977887817712914e-4,8.4918404304093541e-4
393,7.5519442315686355e-3,6.4132813340303407e-5,1.0967754574538241e-3,1.0986489074404013e-3
394,1.6928856495466719e-2,1.0736898277962016e-4,1.0269677454072213e-3,1.0325651788482516e-3
395,1.2284458506127617e-2,9.0344262140956146e-5,1.2356212555401193e-3,1.2389196797388984e-3
396,4.2085296799311079e-3,3.2784800970039592e-5,7.3109650708501036e-4,7.3183122770659886e-4
397,6.2683000679731420e-3,3.8985002120455951e-5,9.2326915709629040e-4,9.2409186060457571e-4
398,6.8240142593172987e-2,2.7654623803507142e-3,1.6155915927241304e-2,1.6390893862911326e-2
399,5.5884615328379720e-3,3.6386081375774460e-5,7.2505515893874341e-4,7.2596758221119689e-4
400,1.1283690250918025e-2,9.4347487426252785e-5,1.1548916810752727e-3,1.1587390747707252e-3
401,1.8447017693757564e-1,8.3859643100980194e-3,4.3231957389736668e-2,4.4037785334394890e-2
402,1.1258471423867581e-2,1.1542977605058735e-4,1.9692941441075903e-3,1.9726741898285012e-3
403,8.2010753122928291e-3,7.4167163872593646e-5,1.2263988582426478e-3,1.2286394620456295e-3
404,1.1670881442144374e-2,8.3510874521688469e-5,8.4742472461551673e-4,8.5152964132381292e-4
405,7.9850945132966047e-3,6.2641524010458464e-5,2.3284572561869683e-4,2.4112464094167208e-4
406,1.9113588122101476e-2,2.1714875192254779e-4,5.2318948287932905e-4,5.6646342817260492e-4
407,8.6041386769635606e-3,4.5142682500076185e-5,2.2741688566199161e-4,2.3185405251472754e-4
408,1.4551214908483500e-2,1.7224898320313168e-4,4.0128236142225165e-4,4.3668895772979116e-4
409,7.2239847628380767e-3,3.8409188677530337e-5,2.1270315307575749e-4,2.1614323284163963e-4
410,3.9747583868781590e-3,1.8509747059546981e-5,1.4547049258537418e-4,1.4664335971751265e-4
411,7.1189352294145280e-3,4.0951982386822553e-5,2.0626300814640381e-4,2.1028907102133021e-4
412,8.4665081076868515e-2,1.8489063543642510e-3,1.9059161266977089e-3,2.6553664510223260e-3
413,1.0942984889892411e-2,1.0259235882731428e-4,3.0516017985911942e-4,3.2194398186858925e-4
414,6.0684829262470080e-3,5.4355144778281002e-5,2.0840668729544854e-4,2.1537833937824570e-4
415,1.3617570771732585e-2,1.5632072725573195e-4,3.6263413371592806e-4,3.9489199118956881e-4
416,7.1569172026685075e-3,3.6709171884901532e-5,2.0623322926529685e-4,2.0947483895128726e-4
417,1.5033293328900294e-2,2.0532769299588813e-4,3.9706569961387686e-4,4.4701301023669442e-4
418,1.6417385806494308e-2,1.1165895973199752e-4,4.7287603026750097e-4,4.8588009147317648e-4
419,3.6677529049586044e-2,6.4691487296405451e-4,9.2638539837060739e-4,1.1299065267429726e-3
420,1.2187567995990455e-1,1.9536245043912581e-3,1.9072863455412831e-3,2.7302728632952076e-3
421,1.1640737326469560e-2,9.6696793470211367e-5,2.8654395920217136e-4,3.0241975865124345e-4
422,6.6756304968201086e-3,5.3302879636664146e-5,1.9278241022820976e-4,2.0001563606617974e-4
423,7.5996040624525633e-3,4.5105853935299570e-5,2.2702589704722456e-4,2.3146337936988994e-4
424,5.2854710599529106e-3,2.1738626611962714e-5,1.6683762373303921e-4,1.6824791404312122e-4
